sentimento,comentarios
positive,fiz quatro pedidos recebi pois demais cancelados entanto valor boleto veio total compra comprado aguardando envio boleto valor obrig
positive,chegou antes prazo recomendo
positive,tudo certinho
positive,muita boa loja
positive,tudo dentro prazo estabelecido
positive,posso avaliar após uso
positive,produto ótimo chegou antes prazo previsto
positive,lannister excelente site compras
positive,produto chegou uns dias antes prazo ótimo entrega rápida super bem embalado
positive,chegou prazo
negative,além produto réblica acabamento grosseiro feito pino catraca solto tentando efetuar devolução mas lannister não dando suporte
positive,recebi antes prazo entrega
neutral,recebi prazo produto inferior mostrado site não gostei
positive,ótimo atendimento superou expectativas prazo entrega
positive,surpreendeu
positive,qualidade produto show vale apenas comprar site
negative,funções meramente ilustrativa não funcionam apenas hora
negative,não entregou pedido
negative,entregue somente unidade compradas proceder
negative,boa noite compra realizada meses hj nada acabou verão filha todos dias pedia bóia unicórnio nao recebi produto
positive,produto bom mas falhas desenho pois não cabem sessenta garrafas normais vinho espaço altura menor algumas partes
positive,chegou antes data coube perfeitamente rosto ótimo custo beneficio
neutral,produto bom exatamente imaginei prazo entrega cumprido antecipação problema quantidade resolvido prazo recorde parabéns lannister parceiros
negative,compre ja dias ate agora nao entregaram nem responde contatos
negative,sempre compro perfume nesta loja porém desta vez vez falsificado solicitei troca aguardo resposta
positive,atendimento fornecedor excelente atencioso
positive,fiquei satisfeita
positive,serviço prestado dentro esperado obrigado
positive,entrega chegou bem antes prazo super confiável
negative,enviaram origem blumenau pedindo pra retirar lá impossível
positive,forma esperava
positive,otimo chega antes prazo
positive,frasco bem frágil tirei fita adesiva prendia tampa descascou toda ainda não utilizado
positive,chegou cedo imaginei acordo escolhido mas poderia maior pena escolhi errado mas não impediu ajustá lo pudesse utilizar sensacional
negative,imaginei produto jeito não supriu expectativas parece amostra gratis
negative,foto mostra produto chega outro similar
positive,única dica loja otimizem envio comprei frascos cada veio caixa tamanho caixa cabia frascos vidro produto ótimo
positive,lannister sempre sendo excelente logística entrega parabéns
positive,fiquei surpreso rapidez entrega
positive,estetoscopio ótima qualidade entrega rápida
negative,veio defeito cola embaixo
neutral,não vem nenhuma identificação escrito
positive,obrigado mim deixar satisfeito
positive,produto entregue prazo bolsa pequena mas conta kimono faixa atendeu bem
positive,negociação concluída sucesso tudo ok
negative,olá boa noite entregue apenas travesseiro compra dois kits total quatro travesseiros peço verifique erro possa dá resposta breve
positive,magnifico nota
negative,produto veio lacre violado
negative,desde solucionem problema recomendaria pq consta produto ainda não chegou
negative,comprei produto dá presente não chegou data prevista momento não recebi nenhuma justificativa atraso
positive,toalhas bem bonitas recebi tempo determinado
positive,ocorreu tudo ok
positive,tudo ocorreu bem pedido transformador
neutral,dei estrelas pois achei alça pouco frágil tamanho maleta
negative,fiz pedido dizia jogo cm comprimento comprei chegou surpreendeu pois apenas cm soubesse produto anunciado nao compr
positive,excelente produto entrega rápida satisfeita
positive,bom produto chegou antes prazo verdade chegou rápido recomendo
negative,produto deveria chegar ainda não recebemos produto nenhuma justificativa loja relação atraso
positive,produto chegou antes prazo vem embalado recomendo
positive,gostei produto chegou bem antes prazo
neutral,produto chegou quebrado não sei proceder pois acredito sido quebrado durante transporte correios
positive,produto entregue esperado recomendo
positive,produto vendedor excelentes pode confiar
negative,comprei dois produtos chegou envio fala postado chegou somente quero produto dinheiro volta
positive,recebi produto correto prazo adorei
neutral,produto boa qualidade porém maior bem pequeno
negative,produto lixo chegou descascando além falsificado
positive,excelente parceria
positive,ponto negativo compra relacionado fato dq site errou data d chegada produto mês embora não atrasado mas sim adiantado entrega site não reflete data d entreg
positive,amei simples assim
positive,chegou bem antes prazo satisfeita produto condiz anunciado chegou bem embalado papel presente compraria novamente
positive,otimo
negative,não recebi produto momento sempre compro lannister entregas costumam antes prazo mas desta vez infelizmente não cumpriram prazo
positive,tudo certo recomendo
negative,não satisfeita qualidade produto
neutral,cor produto longe bronze qualidade não tão boa encomendei cor bronze veio bege
positive,veio corretamente produto
positive,chegou prazo bom produto
positive,bem embalado
positive,relação entrega tudo ok mas realizei outra compra autorizada dia deste mês loja ponto nerd não entendo porque agora não chegou loja cidade
negative,efetuei compra duas unidades recebi apenas nota fiscal riscada caneta alterando duas unidade mas valor duas agora não fizeram nenhum contato
positive,tudo ótimo
positive,gostei produto corresponde especificações anúncio bom
positive,chegou antes combimado
negative,falta respeito cliente faz mês fiz compra hoje não recebi produto infelizmente nunca voltarei comprar neste site
negative,faz maisde mes fiz pedido paguei boleto nao recebi produto nao comprem
positive,fichário ótimo gostei bolso vem dentro meio largo não elástico logo transporte coisas guardadas ali saem mas tirando perfeito
positive,achei bom comprar c vcs
negative,gostaria saber motivo não recebimento produto paguei
positive,ótimo produto chegou bem antes dia tudo perfeito
negative,fiz compra aparelhos mp chegou mandei mail reclamando enviasse produto faltante devolução dinheiro não obtive resposta
neutral,produto chegou mas pouca especificação nao vai atender preciso devolver
positive,gostaria prazo entrega real informado prazo dado ocasião encomenda dia tal prazo assusta pouco cliente aceitei restrição
positive,linda cortina entrega perfeita parabéns shooptaime
positive,cumpre prometido inclusive prazo
positive,perfeito atendimento on line vio
positive,bom capa cabe perfeitamente material boa qualidade recomendo
negative,recebi metade comprei
positive,rápido stark sempre bem antes prazo produto certinho
positive,tudo ok produto data entrega recomendo
negative,veio faltando peça
neutral,comprei mosqueteiros cobraram fretes não achei justo mas tá bom
positive,geral gostei porem produto não veio exatamente cor aparece site veio enrolado plástico bolha caixa própria relório
neutral,nica coisa pra reclamar demarcaram imprevisto trajeto maiores esclarecimentos fiquei preocupada nao atendimento ninguem
neutral,produto razoável
positive,chegou tudo certo
positive,faltou cd link pra baixar windows vem instalado assim alguma comprovação windows original
positive,produto excelente qualidade muita linda exatamente foto vem bem embalada entregue antes prazo recomendo
positive,entrega bem antes prazo estipulado parabéns qualidade serviços prestados
negative,produto entregue antes prazo porém não site não fala sobre qualidade produto bem baixa
negative,produto não boa qualidade arrependida ter adquirido toalhas tão ruins acostumada buddemeyer nao recomendo toalhas citadas
negative,hoje ainda não recebi mercadoria prevista entrega dia triste situação mas aguardando solução
