sentimento,comentarios
positive,entregue no prazo é de ótima qualidade
negative,não chegou estou esperando
negative,o produto recebido era falso nao veio na embalagem razer veio numa sacola que estava rasgada e é falso o contato usb esta todo arranhado o programa razer nao reconhece o dispositivo
positive,gostei muito da entrega rápida
positive,gostei bastante do mouse é bonito de modo geral e bem leve porém achei o material bem fuleiro aparenta quebrar facilmente mas funciona bem
neutral,gostaria de saber quando chega minha encom
positive,veio rápido e atendeu minha necessidade
negative,comprei unidades de cortina rolo e foi entregue apena unidades já entrei em contato com a loja e ainda não obtive resposta
positive,produto acusou que não era original porem por enquanto esta funcionando perfeitamente
negative,pessimo vendedor foi entregue parte do pedido e os que vieram são errados comprei xl color veio xl preto
neutral,onde eu moro os correios sempre fala que zona de risco isso atrapalha muito a entrega de qq produto o prazo era pro dia se não fosse por isso tinha chegado bem antes
positive,produto chegou antes do prazo informado
negative,olha comprei produtos de cabelo e so chegou interesante q paguei todos juntos deveria ser embalados e enviados juntos pq me fizerao isso sempre compro com vcs onde esta minha outra comp
negative,não gostei o material não é tão bom a cor dos desenhos está fraca não como demonstrado na foto
positive,fiquei muito satisfeita porque o produto chegou antes da data prevista e veio o que eu solicitei obrigada
positive,precisa melhorar a embalagem
negative,funciona como casinha para o meu coelho mas é muito simples sem acabamentos bem feitos parece feita de qualquer jeito com os grampos e os parafusos por fora não traz instruções para montagem
negative,alegaram não ter o produto para entrega acho que deveriam ver antes de colocar na venda de tem ou não o produto
positive,muito bom recebi meu produto muito antes do prazo previsto é tudo certo obrigada
positive,muito boa entregue dentro do prazo
positive,chegou no prazo
positive,chegou bem e antes do prazo gostei muito super indico e parabenizo as américanas pois acompanha tudo até o final da entrega parabéns
neutral,as medidas não correspondem às descritas na informação do produto tendo cm a menos na largura e comprimento quanto aos puleiros externo não tem um encaixe adequado dificultando a fixação
positive,satisfeito recebi bem antes do prazo estimado só falta testá lo não acompanha o cartucho de tinta
positive,muito top o produto lampadas de ótima qualidade que iluminam muito bem e consomem quase nada
neutral,a entrega do suporte foi ótima muito rápida pena que a tv ainda não foi entregue e eu não tenho o que fazer com o suporte sem a tv espero que nas próximas compras entreguem tudo junto
neutral,mo produto é bom mas tem que ser melancia pequena grande ele não tem capacidade para cortar
positive,estou muito satisfeito gostei do produto recomendo a lojas americanos vou continuar acompra com você
positive,produto chegou em ótimo estado o envio foi bem antes do previsto recomendo
negative,não gostei dos objetos e quero devolvê los achei o material muito frágil e até veio com um pequeno furo no courino
negative,somente o toner amarelo chegou até o momento
positive,entregou antes do esperado
neutral,fornecedor correto e produto excelente
positive,só a cor que não curti aparece amarelo e veio verde resto perfeito
negative,recebi parte da compra o jogo de lençol comprei um jogo americano junto na mesma compra e não recebi aguardo providencias
positive,muito bom atendimento e prazo de entrega
neutral,comprei já paguei e ainda nã recebi
positive,gostei do produto entrega antes do previsto parabéns
positive,pronta entrega antes do prazo
positive,melhor empresa
positive,agilidade e compromisso com o cliente recomendo de olhos fechados parabéns
negative,nada de produto
negative,chegou no prazo estipulado porém veio faltando umas peças pequenas que dá o acabamento a cadeira o material percebo näo ser muito resistente
positive,muito satisfeita excelente produto
negative,o produto chegou cheio de amassados sequer fica estável uma pena
positive,linda amei
positive,uahlll recebi minha compra dias antes do prazo definido adorei comprar da targaryen
positive,o produto veio como o combinado e no prazo certo
positive,atendeu ao propósito
positive,eu recomendo
positive,entrega muito rápida recomendo
negative,os produtos foram faturados em lojas diferentes em resumo não chegou e o outro que chegou veio na cor errada meu conselho e peçam para enviar as mercadorias corretamente
positive,produto foi entregue antes do prazo
positive,o produto é exatamente como o apresentado pelo preço é o melhor custo benefício sem conta a entrega que foi uma das mais rápidas que já tive na internet
positive,mais uma vez muito feliz por comprado aqui entrega super rapido
positive,facilidade em manusear o aparelho
positive,produto de boa qualidade somente dois fatores contra o suporte para a base do bolo fica solto corre o risco do bolo cair alguns cortes de encaixe são finos demais quase quebrei ao montar
positive,aguardo o meu sofá que comprei antes para entrega para dia até o momento n recebi n consegui fazer o cancelamento nenhuma satisfação acho uma falta de respeito ao cliente se não tem não engana
positive,adorei comprar nesta loja e vou comprar mais vezes
neutral,produto dentro do anunciado obrigada
positive,perfume de um aroma muito agradável ideal para os dias e noites quentes de verão
neutral,somente algumas panelas um pouco amassadas mas tirando isso super recomendo as panelas são ótimas
positive,produto muito bom dentro do prometido
negative,o prazo de entrega é excelente agora o produto é péssimo veio rasgado o meu pedido fiquei completamente insatisfeita
positive,pedido atendido corretamente grata
positive,produto excelente
positive,um amigo já tinha indicado a targaryen para compra de arduínos então fiz a compra já esperando um bom atendimento o produto chegou rápido e muito bem embalado
positive,produto chegou dentro do prazo e veio corretamente o que eu pedi
negative,comprei um perfume bleu de chanel paguei e não recebi
positive,chegou dentro do prazo de entrega e eu adorei o produto
positive,o produto chegou no prazo até antes isso foi muito bom porém o mesmo veio com alguns defeitos na pintura e faltando alguns parafusos mais esta ok
neutral,s
positive,o prazo para entrega era até dia de março chegou dia de março tudo correto relógio muito bonito parabéns
negative,prazo ruim sem retorno
negative,não posso dizer que gostei dessa loja ou que recomendaria ela pra um amigo sendo que o meu pedido não chegou no prazo e nem uma explicação recebi continuo esperando o meu pedido espero receber
positive,ótimo produto e entrega super rápida
positive,loja confiável
negative,estou aguardando o contato da empresa para resolver o problema da entrega faltando produto
positive,a cortina é muito bonita perfeitas condições chegou certinho conforme descrito a cortina nem parece tafetá lembra um cetim ficou muito bonita no quarto da minha filha escureceu bem pois atras do taf
positive,produto muito bom e entrega perfeita antes do prazo
positive,sem surpresas tudo foi entregue dentro do prazo e como encomendado faltou um ítem que faltou no estoque mas esta dentro do prazo
neutral,os produtos foram entregues em dias diferentes o que gerou reclamação na entrega do primeiro pacote
positive,chegou rápido
negative,não me entregaram os produtos
positive,entrega é produto certo ok
positive,escorredor lindo a entrega foi feita antes do prazo
